id,year,month,day,hour,minute,surfaceHeight
14378,2012,3,14,4,52,-0.41
14379,2012,3,14,5,41,-0.38
14380,2012,3,14,7,40,-0.39
14381,2012,3,14,10,52,-0.45
14382,2012,3,14,13,19,-0.42
14383,2012,3,14,15,1,-0.44
14384,2012,3,14,15,40,-0.41
14385,2012,3,14,16,44,-0.4
14386,2012,3,14,16,51,-0.38
14387,2012,3,14,18,34,-0.33
14388,2012,3,14,21,19,-0.27
14389,2012,3,14,21,24,-0.26
14390,2012,3,14,23,27,-0.22
14391,2012,3,15,0,18,-0.24
14392,2012,3,15,1,6,-0.31
14393,2012,3,15,1,11,-0.32
14394,2012,3,15,1,58,-0.37
14395,2012,3,15,3,19,-0.39
14396,2012,3,15,4,40,-0.32
14397,2012,3,15,4,49,-0.31
14398,2012,3,15,6,24,-0.3
14399,2012,3,15,7,16,-0.31
14400,2012,3,15,7,20,-0.33
14401,2012,3,15,9,15,-0.36
14402,2012,3,15,11,57,-0.4
14403,2012,3,15,15,45,-0.4
14404,2012,3,15,16,1,-0.38
14405,2012,3,15,16,9,-0.37
14406,2012,3,15,17,1,-0.32
14407,2012,3,15,17,5,-0.3
14408,2012,3,15,18,22,-0.32
14409,2012,3,15,19,11,-0.35
14410,2012,3,15,21,6,-0.4
14411,2012,3,15,22,46,-0.39
14412,2012,3,15,23,1,-0.37
14413,2012,3,16,0,57,-0.34
14414,2012,3,16,2,12,-0.36
14415,2012,3,16,2,54,-0.39
14416,2012,3,16,3,57,-0.4
14417,2012,3,16,4,37,-0.38
14418,2012,3,16,4,56,-0.37
14419,2012,3,16,7,31,-0.36
14420,2012,3,16,7,51,-0.37
14421,2012,3,16,7,54,-0.38
14422,2012,3,16,11,1,-0.44
14423,2012,3,16,12,59,-0.42
14424,2012,3,16,15,9,-0.42
14425,2012,3,16,16,24,-0.41
14426,2012,3,16,17,11,-0.36
14427,2012,3,16,17,54,-0.29
14428,2012,3,16,19,14,-0.27
14429,2012,3,16,23,8,-0.34
14430,2012,3,16,23,48,-0.32
14431,2012,3,16,23,53,-0.31
14432,2012,3,17,0,41,-0.28
14433,2012,3,17,0,47,-0.27
14434,2012,3,17,1,53,-0.25
14435,2012,3,17,2,33,-0.23
14436,2012,3,17,2,37,-0.22
14437,2012,3,17,3,9,-0.19
14438,2012,3,17,3,49,-0.14
14439,2012,3,17,4,28,-0.11
14440,2012,3,17,6,4,-0.09
14441,2012,3,17,8,34,-0.14
14442,2012,3,17,9,3,-0.17
14443,2012,3,17,9,8,-0.19
14444,2012,3,17,9,23,-0.19
14445,2012,3,17,10,23,-0.25
14446,2012,3,17,10,27,-0.26
14447,2012,3,17,10,43,-0.27
14448,2012,3,17,10,49,-0.28
14449,2012,3,17,11,22,-0.31
14450,2012,3,17,11,28,-0.32
14451,2012,3,17,12,28,-0.36
14452,2012,3,17,15,35,-0.42
14453,2012,3,17,17,40,-0.37
14454,2012,3,17,19,28,-0.34
14455,2012,3,17,20,33,-0.37
14456,2012,3,17,20,46,-0.38
14457,2012,3,17,22,15,-0.4
14458,2012,3,17,22,42,-0.38
14459,2012,3,18,0,18,-0.25
14460,2012,3,18,0,33,-0.24
14461,2012,3,18,0,39,-0.23
14462,2012,3,18,1,43,-0.17
14463,2012,3,18,1,48,-0.15
14464,2012,3,18,2,35,-0.11
14465,2012,3,18,2,39,-0.1
14466,2012,3,18,4,6,-0.08
14467,2012,3,18,4,39,-0.1
14468,2012,3,18,4,43,-0.11
14469,2012,3,18,4,51,-0.12
14470,2012,3,18,5,49,-0.19
14471,2012,3,18,8,33,-0.24
14472,2012,3,18,8,38,-0.25
14473,2012,3,18,8,42,-0.26
14474,2012,3,18,9,23,-0.29
14475,2012,3,18,9,26,-0.3
14476,2012,3,18,11,51,-0.35
14477,2012,3,18,12,0,-0.37
14478,2012,3,18,12,46,-0.4
14479,2012,3,18,15,51,-0.38
14480,2012,3,18,16,34,-0.4
14481,2012,3,18,18,56,-0.45
14482,2012,3,18,20,47,-0.42
14483,2012,3,18,22,38,-0.44
14484,2012,3,18,23,11,-0.42
14485,2012,3,18,23,18,-0.41
14486,2012,3,18,23,54,-0.37
14487,2012,3,18,23,59,-0.36
14488,2012,3,19,0,5,-0.36
14489,2012,3,19,0,9,-0.34
14490,2012,3,19,0,36,-0.31
14491,2012,3,19,0,39,-0.29
14492,2012,3,19,0,55,-0.28
14493,2012,3,19,0,58,-0.26
14494,2012,3,19,2,19,-0.17
14495,2012,3,19,2,23,-0.16
14496,2012,3,19,2,52,-0.14
14497,2012,3,19,2,58,-0.12
14498,2012,3,19,4,8,-0.11
14499,2012,3,19,5,27,-0.17
14500,2012,3,19,11,21,-0.24
14501,2012,3,19,12,38,-0.29
14502,2012,3,19,13,46,-0.28
14503,2012,3,19,14,20,-0.26
14504,2012,3,19,14,28,-0.25
14505,2012,3,19,15,10,-0.21
14506,2012,3,19,15,27,-0.2
14507,2012,3,19,15,30,-0.19
14508,2012,3,19,17,15,-0.19
14509,2012,3,19,17,33,-0.18
14510,2012,3,19,17,39,-0.17
14511,2012,3,19,19,37,-0.12
14512,2012,3,19,20,31,-0.14
14513,2012,3,19,20,34,-0.15
14514,2012,3,19,20,50,-0.16
14515,2012,3,19,20,56,-0.17
14516,2012,3,19,21,14,-0.18
14517,2012,3,19,21,21,-0.19
14518,2012,3,19,21,39,-0.2
14519,2012,3,19,21,42,-0.22
14520,2012,3,19,22,0,-0.22
14521,2012,3,19,22,29,-0.25
14522,2012,3,19,22,37,-0.26
14523,2012,3,19,23,11,-0.28
14524,2012,3,20,1,41,-0.36
14525,2012,3,20,1,51,-0.37
14526,2012,3,20,4,17,-0.42
14527,2012,3,20,6,4,-0.36
14528,2012,3,20,8,26,-0.34
14529,2012,3,20,11,16,-0.39
14530,2012,3,20,11,46,-0.39
14531,2012,3,20,12,56,-0.34
14532,2012,3,20,14,46,-0.3
14533,2012,3,20,16,22,-0.31
14534,2012,3,20,17,9,-0.28
14535,2012,3,20,18,40,-0.25
14536,2012,3,20,20,43,-0.28
14537,2012,3,20,21,2,-0.29
14538,2012,3,20,21,6,-0.3
14539,2012,3,20,21,31,-0.31
14540,2012,3,20,22,39,-0.37
14541,2012,3,21,3,19,-0.45
14542,2012,3,21,4,17,-0.43
14543,2012,3,21,5,51,-0.37
14544,2012,3,21,8,9,-0.38
14545,2012,3,21,11,42,-0.45
14546,2012,3,21,11,48,-0.47
14547,2012,3,21,16,15,-0.4
14548,2012,3,21,17,31,-0.36
14549,2012,3,21,17,38,-0.35
14550,2012,3,21,18,23,-0.31
14551,2012,3,21,18,34,-0.3
14552,2012,3,21,19,55,-0.22
14553,2012,3,21,19,58,-0.2
14554,2012,3,21,20,35,-0.18
14555,2012,3,21,23,37,-0.13
14556,2012,3,22,0,32,-0.09
14557,2012,3,22,1,11,-0.07
14558,2012,3,22,1,16,-0.06
14559,2012,3,22,2,51,-0.05
14560,2012,3,22,3,32,-0.08
14561,2012,3,22,3,38,-0.09
14562,2012,3,22,4,9,-0.13
14563,2012,3,22,4,12,-0.15
14564,2012,3,22,4,51,-0.18
14565,2012,3,22,4,59,-0.19
14566,2012,3,22,5,22,-0.21
14567,2012,3,22,5,26,-0.22
14568,2012,3,22,5,47,-0.23
14569,2012,3,22,5,52,-0.24
14570,2012,3,22,6,37,-0.26
14571,2012,3,22,6,43,-0.28
14572,2012,3,22,6,55,-0.28
14573,2012,3,22,6,59,-0.29
14574,2012,3,22,7,22,-0.3
14575,2012,3,22,7,28,-0.31
14576,2012,3,22,7,46,-0.32
14577,2012,3,22,8,16,-0.36
14578,2012,3,22,8,21,-0.38
14579,2012,3,22,9,11,-0.42
14580,2012,3,22,9,17,-0.43
14581,2012,3,22,9,20,-0.44
14582,2012,3,22,10,5,-0.48
14583,2012,3,22,11,19,-0.53
14584,2012,3,22,13,49,-0.59
14585,2012,3,22,15,24,-0.55
14586,2012,3,22,15,29,-0.54
14587,2012,3,22,15,58,-0.51
14588,2012,3,22,16,9,-0.49
14589,2012,3,22,16,28,-0.47
14590,2012,3,22,16,32,-0.46
14591,2012,3,22,16,47,-0.44
14592,2012,3,22,16,54,-0.43
14593,2012,3,22,17,27,-0.4
14594,2012,3,22,17,51,-0.35
14595,2012,3,22,19,12,-0.33
14596,2012,3,22,21,19,-0.38
14597,2012,3,22,22,9,-0.36
14598,2012,3,22,22,22,-0.35
14599,2012,3,23,0,4,-0.32
14600,2012,3,23,0,58,-0.33
14601,2012,3,23,1,4,-0.34
14602,2012,3,23,1,34,-0.36
14603,2012,3,23,1,39,-0.37
14604,2012,3,23,1,52,-0.37
14605,2012,3,23,2,5,-0.39
14606,2012,3,23,2,9,-0.41
14607,2012,3,23,3,7,-0.48
14608,2012,3,23,3,11,-0.49
14609,2012,3,23,4,8,-0.54
14610,2012,3,23,5,21,-0.52
14611,2012,3,23,5,36,-0.51
14612,2012,3,23,7,14,-0.47
14613,2012,3,23,8,32,-0.48
14614,2012,3,23,9,11,-0.51
14615,2012,3,23,11,15,-0.51
14616,2012,3,23,11,46,-0.47
14617,2012,3,23,11,51,-0.45
14618,2012,3,23,12,17,-0.43
14619,2012,3,23,15,14,-0.39
14620,2012,3,23,16,23,-0.35
14621,2012,3,23,16,38,-0.33
14622,2012,3,23,18,6,-0.33
14623,2012,3,23,18,39,-0.35
14624,2012,3,23,20,0,-0.42
14625,2012,3,23,20,39,-0.44
14626,2012,3,23,20,47,-0.45
14627,2012,3,24,1,1,-0.55
14628,2012,3,24,2,15,-0.54
14629,2012,3,24,2,20,-0.53
14630,2012,3,24,3,3,-0.5
14631,2012,3,24,3,9,-0.49
14632,2012,3,24,5,36,-0.46
14633,2012,3,24,8,38,-0.51
14634,2012,3,24,13,17,-0.48
14635,2012,3,24,15,26,-0.44
14636,2012,3,24,19,6,-0.44
14637,2012,3,24,21,44,-0.5
14638,2012,3,24,22,29,-0.47
14639,2012,3,24,22,36,-0.46
14640,2012,3,24,23,47,-0.41
14641,2012,3,25,2,17,-0.39
14642,2012,3,25,2,30,-0.38
14643,2012,3,25,4,18,-0.34
14644,2012,3,25,7,0,-0.4
14645,2012,3,25,9,32,-0.4
14646,2012,3,25,11,45,-0.42
14647,2012,3,25,13,6,-0.43
14648,2012,3,25,13,19,-0.44
14649,2012,3,25,14,22,-0.46
14650,2012,3,25,14,37,-0.47
14651,2012,3,25,15,32,-0.48
14652,2012,3,25,17,17,-0.45
14653,2012,3,25,19,50,-0.51
14654,2012,3,25,22,20,-0.5
14655,2012,3,25,23,59,-0.42
14656,2012,3,26,4,20,-0.31
14657,2012,3,26,8,32,-0.36
14658,2012,3,26,9,46,-0.39
14659,2012,3,26,9,52,-0.4
14660,2012,3,26,10,37,-0.4
14661,2012,3,26,11,7,-0.35
14662,2012,3,26,11,29,-0.31
14663,2012,3,26,12,3,-0.26
14664,2012,3,26,12,7,-0.24
14665,2012,3,26,12,20,-0.24
14666,2012,3,26,12,33,-0.21
14667,2012,3,26,12,41,-0.21
14668,2012,3,26,12,45,-0.19
14669,2012,3,26,13,6,-0.18
14670,2012,3,26,13,10,-0.17
14671,2012,3,26,13,25,-0.16
14672,2012,3,26,13,31,-0.15
14673,2012,3,26,14,23,-0.12
14674,2012,3,26,15,5,-0.14
14675,2012,3,26,15,25,-0.16
14676,2012,3,26,16,2,-0.21
14677,2012,3,26,16,5,-0.23
14678,2012,3,26,16,20,-0.24
14679,2012,3,26,16,24,-0.25
14680,2012,3,26,16,49,-0.27
14681,2012,3,26,16,53,-0.28
14682,2012,3,26,17,9,-0.29
14683,2012,3,26,17,14,-0.3
14684,2012,3,26,17,28,-0.31
14685,2012,3,26,17,34,-0.32
14686,2012,3,26,17,45,-0.33
14687,2012,3,26,17,49,-0.34
14688,2012,3,26,18,16,-0.36
14689,2012,3,26,18,20,-0.38
14690,2012,3,26,18,36,-0.39
14691,2012,3,26,18,40,-0.4
14692,2012,3,26,19,52,-0.42
14693,2012,3,26,20,50,-0.39
14694,2012,3,26,21,2,-0.38
14695,2012,3,26,23,8,-0.36
14696,2012,3,27,0,35,-0.38
14697,2012,3,27,1,37,-0.44
14698,2012,3,27,2,55,-0.46
14699,2012,3,27,5,23,-0.43
14700,2012,3,27,6,23,-0.43
14701,2012,3,27,7,47,-0.41
14702,2012,3,27,8,2,-0.4
14703,2012,3,27,9,56,-0.42
14704,2012,3,27,10,4,-0.42
14705,2012,3,27,10,29,-0.36
14706,2012,3,27,10,42,-0.32
14707,2012,3,27,10,45,-0.31
14708,2012,3,27,10,48,-0.31
14709,2012,3,27,10,51,-0.29
14710,2012,3,27,11,15,-0.24
14711,2012,3,27,11,54,-0.17
14712,2012,3,27,12,23,-0.15
14713,2012,3,27,13,16,-0.16
14714,2012,3,27,14,30,-0.24
14715,2012,3,27,15,15,-0.3
14716,2012,3,27,16,22,-0.35
14717,2012,3,27,16,27,-0.36
14718,2012,3,27,17,3,-0.38
14719,2012,3,27,17,10,-0.39
14720,2012,3,27,18,35,-0.42
14721,2012,3,27,18,57,-0.4
14722,2012,3,27,19,19,-0.36
14723,2012,3,27,20,22,-0.23
14724,2012,3,27,20,49,-0.2
14725,2012,3,27,20,56,-0.19
14726,2012,3,27,21,40,-0.15
14727,2012,3,27,22,58,-0.16
14728,2012,3,27,23,12,-0.17
14729,2012,3,27,23,18,-0.18
14730,2012,3,27,23,29,-0.18
14731,2012,3,27,23,34,-0.19
14732,2012,3,28,0,5,-0.21
14733,2012,3,28,1,50,-0.25
14734,2012,3,28,2,14,-0.24
14735,2012,3,28,3,1,-0.19
14736,2012,3,28,4,56,-0.19
14737,2012,3,28,6,20,-0.23
14738,2012,3,28,6,26,-0.24
14739,2012,3,28,6,58,-0.25
14740,2012,3,28,7,19,-0.27
14741,2012,3,28,7,23,-0.28
14742,2012,3,28,8,11,-0.3
14743,2012,3,28,8,13,-0.31
14744,2012,3,28,8,44,-0.33
14745,2012,3,28,9,38,-0.32
14746,2012,3,28,10,28,-0.26
14747,2012,3,28,11,34,-0.17
14748,2012,3,28,13,16,-0.11
14749,2012,3,28,13,27,-0.1
14750,2012,3,28,15,43,-0.06
14751,2012,3,28,17,13,-0.11
14752,2012,3,28,17,19,-0.12
14753,2012,3,28,17,52,-0.13
14754,2012,3,28,17,57,-0.14
14755,2012,3,28,20,48,-0.16
14756,2012,3,28,22,49,-0.15
14757,2012,3,28,23,51,-0.19
14758,2012,3,29,1,17,-0.21
14759,2012,3,29,3,11,-0.2
14760,2012,3,29,6,48,-0.24
14761,2012,3,29,6,56,-0.26
14762,2012,3,29,7,57,-0.23
14763,2012,3,29,11,6,-0.27
14764,2012,3,29,13,54,-0.23
14765,2012,3,29,15,24,-0.15
14766,2012,3,29,15,34,-0.14
14767,2012,3,29,17,0,-0.13
14768,2012,3,29,17,40,-0.15
14769,2012,3,29,17,48,-0.16
14770,2012,3,29,18,25,-0.17
14771,2012,3,29,18,28,-0.19
14772,2012,3,29,18,58,-0.2
14773,2012,3,29,19,33,-0.22
14774,2012,3,29,19,39,-0.24
14775,2012,3,29,20,3,-0.25
14776,2012,3,29,20,9,-0.26
14777,2012,3,29,20,29,-0.27
14778,2012,3,29,20,34,-0.29
14779,2012,3,29,22,30,-0.33
14780,2012,3,30,1,26,-0.32
14781,2012,3,30,1,47,-0.3
14782,2012,3,30,2,7,-0.28
14783,2012,3,30,2,37,-0.26
14784,2012,3,30,2,43,-0.25
14785,2012,3,30,3,7,-0.23
14786,2012,3,30,3,13,-0.22
14787,2012,3,30,4,51,-0.23
14788,2012,3,30,6,8,-0.24
14789,2012,3,30,7,47,-0.24
14790,2012,3,30,8,31,-0.25
14791,2012,3,30,8,35,-0.27
14792,2012,3,30,10,3,-0.28
14793,2012,3,30,10,56,-0.23
14794,2012,3,30,11,2,-0.22
14795,2012,3,30,12,10,-0.18
14796,2012,3,30,13,14,-0.15
14797,2012,3,30,14,9,-0.1
14798,2012,3,30,14,14,-0.09
14799,2012,3,30,15,48,-0.02
14800,2012,3,30,18,24,0.01
14801,2012,3,30,18,32,-0.0
14802,2012,3,30,19,2,-0.01
14803,2012,3,30,19,26,-0.03
14804,2012,3,30,19,48,-0.06
14805,2012,3,30,20,12,-0.08
14806,2012,3,30,20,37,-0.11
14807,2012,3,30,20,41,-0.12
14808,2012,3,30,22,9,-0.2
14809,2012,3,30,23,43,-0.26
14810,2012,3,31,3,16,-0.27
14811,2012,3,31,7,10,-0.22
14812,2012,3,31,8,49,-0.22
14813,2012,3,31,8,55,-0.23
14814,2012,3,31,10,53,-0.27
14815,2012,3,31,13,9,-0.22
14816,2012,3,31,13,57,-0.19
14817,2012,3,31,14,1,-0.17
14818,2012,3,31,16,6,-0.1
14819,2012,3,31,23,38,-0.14
14820,2012,4,1,1,56,-0.17
14821,2012,4,1,2,41,-0.15
14822,2012,4,1,3,30,-0.12
14823,2012,4,1,5,40,-0.11
14824,2012,4,1,8,4,-0.11
14825,2012,4,1,8,32,-0.13
14826,2012,4,1,12,46,-0.2
14827,2012,4,1,17,44,-0.2
14828,2012,4,1,21,11,-0.21
14829,2012,4,1,21,36,-0.23
14830,2012,4,1,21,41,-0.24
14831,2012,4,1,23,6,-0.24
14832,2012,4,1,23,40,-0.2
14833,2012,4,1,23,51,-0.19
14834,2012,4,1,23,55,-0.18
14835,2012,4,2,0,27,-0.14
14836,2012,4,2,0,34,-0.13
14837,2012,4,2,1,4,-0.11
14838,2012,4,2,1,9,-0.1
14839,2012,4,2,3,41,-0.08
14840,2012,4,2,6,59,-0.1
14841,2012,4,2,8,34,-0.15
14842,2012,4,2,8,43,-0.17
14843,2012,4,2,10,7,-0.15
14844,2012,4,2,10,26,-0.14
14845,2012,4,2,10,54,-0.1
14846,2012,4,2,11,20,-0.08
14847,2012,4,2,11,44,-0.05
14848,2012,4,2,12,44,-0.03
14849,2012,4,2,13,15,0.01
14850,2012,4,2,13,25,0.03
14851,2012,4,2,13,34,0.04
14852,2012,4,2,13,37,0.05
14853,2012,4,2,14,14,0.1
14854,2012,4,2,14,19,0.12
14855,2012,4,2,14,34,0.13
14856,2012,4,2,14,39,0.15
14857,2012,4,2,14,43,0.15
14858,2012,4,2,14,46,0.16
14859,2012,4,2,15,4,0.17
14860,2012,4,2,15,29,0.2
14861,2012,4,2,16,39,0.22
14862,2012,4,2,16,42,0.22
14863,2012,4,2,16,43,0.24
14864,2012,4,2,16,53,0.23
14865,2012,4,2,17,58,0.24
14866,2012,4,2,18,6,0.24
14867,2012,4,2,19,22,0.24
14868,2012,4,2,19,25,0.22
14869,2012,4,2,19,41,0.22
14870,2012,4,2,19,43,0.2
14871,2012,4,2,19,55,0.2
14872,2012,4,2,20,6,0.17
14873,2012,4,2,20,16,0.16
14874,2012,4,2,20,39,0.12
14875,2012,4,2,20,42,0.1
14876,2012,4,2,20,46,0.1
14877,2012,4,2,20,49,0.09
14878,2012,4,2,20,54,0.09
14879,2012,4,2,20,58,0.07
14880,2012,4,2,21,2,0.07
14881,2012,4,2,21,4,0.05
14882,2012,4,2,21,12,0.05
14883,2012,4,2,21,15,0.04
14884,2012,4,2,21,25,0.03
14885,2012,4,2,21,39,-0.0
14886,2012,4,2,21,45,-0.01
14887,2012,4,2,21,49,-0.02
14888,2012,4,2,22,10,-0.04
14889,2012,4,2,22,14,-0.05
14890,2012,4,2,22,34,-0.06
14891,2012,4,2,22,38,-0.07
14892,2012,4,3,0,22,-0.09
14893,2012,4,3,3,29,-0.05
14894,2012,4,3,6,31,-0.04
14895,2012,4,3,7,36,-0.07
14896,2012,4,3,7,42,-0.08
14897,2012,4,3,8,1,-0.1
14898,2012,4,3,8,4,-0.11
14899,2012,4,3,8,35,-0.12
14900,2012,4,3,8,38,-0.13
14901,2012,4,3,10,15,-0.15
14902,2012,4,3,10,31,-0.14
14903,2012,4,3,11,8,-0.11
14904,2012,4,3,11,58,-0.04
14905,2012,4,3,12,49,0.03
14906,2012,4,3,13,0,0.05
14907,2012,4,3,13,10,0.07
14908,2012,4,3,13,13,0.08
14909,2012,4,3,13,55,0.14
14910,2012,4,3,14,2,0.17
14911,2012,4,3,14,11,0.17
14912,2012,4,3,14,31,0.22
14913,2012,4,3,14,39,0.23
14914,2012,4,3,14,42,0.24
14915,2012,4,3,15,0,0.26
14916,2012,4,3,15,4,0.27
14917,2012,4,3,15,30,0.3
14918,2012,4,3,15,34,0.32
14919,2012,4,3,16,46,0.32
14920,2012,4,3,16,52,0.32
14921,2012,4,3,16,54,0.3
14922,2012,4,3,17,6,0.3
14923,2012,4,3,17,11,0.29
14924,2012,4,3,17,26,0.28
14925,2012,4,3,17,30,0.27
14926,2012,4,3,18,0,0.26
14927,2012,4,3,18,4,0.24
14928,2012,4,3,18,28,0.23
14929,2012,4,3,18,36,0.21
14930,2012,4,3,19,0,0.2
14931,2012,4,3,19,33,0.17
14932,2012,4,3,19,39,0.16
14933,2012,4,3,19,50,0.15
14934,2012,4,3,19,56,0.14
14935,2012,4,3,20,15,0.13
14936,2012,4,3,20,17,0.12
14937,2012,4,3,20,29,0.11
14938,2012,4,3,20,33,0.1
14939,2012,4,3,20,50,0.09
14940,2012,4,3,21,14,0.06
14941,2012,4,3,21,40,0.04
14942,2012,4,3,21,43,0.03
14943,2012,4,3,23,40,-0.03
14944,2012,4,3,23,57,-0.04
14945,2012,4,4,1,43,-0.08
14946,2012,4,4,2,18,-0.07
14947,2012,4,4,3,5,-0.03
14948,2012,4,4,3,42,-0.0
14949,2012,4,4,5,19,0.02
14950,2012,4,4,6,16,-0.01
14951,2012,4,4,6,22,-0.02
14952,2012,4,4,6,43,-0.03
14953,2012,4,4,6,47,-0.05
14954,2012,4,4,7,8,-0.06
14955,2012,4,4,7,11,-0.07
14956,2012,4,4,7,35,-0.08
14957,2012,4,4,7,40,-0.09
14958,2012,4,4,8,10,-0.11
14959,2012,4,4,8,13,-0.12
14960,2012,4,4,10,34,-0.17
14961,2012,4,4,10,48,-0.16
14962,2012,4,4,10,51,-0.14
14963,2012,4,4,11,11,-0.13
14964,2012,4,4,11,19,-0.1
14965,2012,4,4,11,46,-0.06
14966,2012,4,4,11,50,-0.04
14967,2012,4,4,12,5,-0.03
14968,2012,4,4,12,24,0.01
14969,2012,4,4,12,42,0.03
14970,2012,4,4,12,46,0.04
14971,2012,4,4,12,55,0.05
14972,2012,4,4,13,2,0.06
14973,2012,4,4,13,5,0.08
14974,2012,4,4,13,14,0.08
14975,2012,4,4,13,17,0.09
14976,2012,4,4,14,1,0.15
14977,2012,4,4,14,18,0.19
14978,2012,4,4,14,53,0.23
14979,2012,4,4,14,58,0.25
14980,2012,4,4,15,9,0.25
14981,2012,4,4,15,13,0.27
14982,2012,4,4,15,26,0.28
14983,2012,4,4,15,43,0.31
14984,2012,4,4,16,4,0.32
14985,2012,4,4,16,26,0.34
14986,2012,4,4,17,34,0.35
14987,2012,4,4,18,32,0.32
14988,2012,4,4,18,38,0.3
14989,2012,4,4,19,16,0.29
14990,2012,4,4,19,21,0.28
14991,2012,4,4,23,6,0.25
14992,2012,4,4,23,37,0.23
14993,2012,4,4,23,44,0.22
14994,2012,4,5,0,8,0.21
14995,2012,4,5,0,15,0.19
14996,2012,4,5,1,7,0.2
14997,2012,4,5,1,23,0.22
14998,2012,4,5,3,25,0.27
14999,2012,4,5,3,58,0.26
15000,2012,4,5,4,5,0.25
15001,2012,4,5,4,49,0.24
15002,2012,4,5,4,54,0.23
15003,2012,4,5,5,36,0.22
15004,2012,4,5,5,40,0.22
15005,2012,4,5,5,43,0.2
15006,2012,4,5,6,23,0.19
15007,2012,4,5,6,30,0.18
15008,2012,4,5,7,38,0.17
15009,2012,4,5,7,57,0.14
15010,2012,4,5,9,28,0.12
15011,2012,4,5,9,50,0.13
15012,2012,4,5,10,28,0.17
15013,2012,4,5,10,52,0.18
15014,2012,4,5,10,58,0.19
15015,2012,4,5,11,14,0.2
15016,2012,4,5,11,17,0.21
15017,2012,4,5,11,20,0.2
15018,2012,4,5,11,26,0.21
15019,2012,4,5,12,20,0.25
15020,2012,4,5,12,56,0.29
15021,2012,4,5,12,59,0.31
15022,2012,4,5,14,4,0.38
15023,2012,4,5,14,8,0.39
15024,2012,4,5,14,59,0.42
15025,2012,4,5,15,13,0.43
15026,2012,4,5,16,26,0.44
15027,2012,4,5,16,52,0.42
15028,2012,4,5,16,54,0.4
15029,2012,4,5,17,7,0.4
15030,2012,4,5,17,29,0.38
15031,2012,4,5,17,32,0.37
15032,2012,4,5,19,2,0.34
15033,2012,4,5,19,7,0.33
15034,2012,4,5,19,33,0.33
15035,2012,4,5,19,41,0.32
15036,2012,4,5,20,25,0.31
15037,2012,4,5,20,30,0.3
15038,2012,4,5,21,40,0.28
15039,2012,4,5,21,45,0.27
15040,2012,4,5,23,57,0.23
15041,2012,4,6,0,4,0.22
15042,2012,4,6,0,14,0.21
15043,2012,4,6,0,19,0.2
15044,2012,4,6,0,34,0.2
15045,2012,4,6,0,37,0.19
15046,2012,4,6,1,27,0.17
15047,2012,4,6,1,38,0.16
15048,2012,4,6,4,29,0.17
15049,2012,4,6,5,22,0.12
15050,2012,4,6,5,26,0.1
15051,2012,4,6,5,38,0.1
15052,2012,4,6,5,42,0.09
15053,2012,4,6,6,4,0.07
15054,2012,4,6,6,11,0.05
15055,2012,4,6,6,21,0.05
15056,2012,4,6,6,25,0.03
15057,2012,4,6,6,58,0.01
15058,2012,4,6,10,38,-0.0
15059,2012,4,6,11,41,0.03
15060,2012,4,6,12,29,0.07
15061,2012,4,6,12,32,0.07
15062,2012,4,6,12,35,0.09
15063,2012,4,6,12,49,0.09
15064,2012,4,6,12,52,0.11
15065,2012,4,6,13,6,0.11
15066,2012,4,6,13,10,0.13
15067,2012,4,6,13,27,0.14
15068,2012,4,6,13,53,0.18
15069,2012,4,6,13,56,0.2
15070,2012,4,6,14,8,0.21
15071,2012,4,6,14,11,0.23
15072,2012,4,6,14,23,0.24
15073,2012,4,6,14,27,0.26
15074,2012,4,6,14,40,0.27
15075,2012,4,6,14,45,0.29
15076,2012,4,6,14,53,0.29
15077,2012,4,6,15,0,0.32
15078,2012,4,6,15,26,0.35
15079,2012,4,6,15,30,0.36
15080,2012,4,6,15,48,0.38
15081,2012,4,6,15,55,0.39
15082,2012,4,6,17,0,0.4
15083,2012,4,6,17,2,0.38
15084,2012,4,6,17,19,0.38
15085,2012,4,6,18,21,0.31
15086,2012,4,6,18,24,0.29
15087,2012,4,6,18,42,0.28
15088,2012,4,6,18,45,0.27
15089,2012,4,6,19,7,0.25
15090,2012,4,6,19,10,0.23
15091,2012,4,6,19,35,0.21
15092,2012,4,6,19,47,0.18
15093,2012,4,6,19,58,0.18
15094,2012,4,6,21,4,0.1
15095,2012,4,6,21,8,0.08
15096,2012,4,6,21,24,0.08
15097,2012,4,6,21,30,0.06
15098,2012,4,6,21,40,0.06
15099,2012,4,6,21,46,0.04
15100,2012,4,6,22,1,0.04
15101,2012,4,6,22,7,0.03
15102,2012,4,7,2,21,-0.06
15103,2012,4,7,4,21,-0.02
15104,2012,4,7,6,3,0.04
15105,2012,4,7,6,56,0.02
15106,2012,4,7,7,2,0.01
15107,2012,4,7,7,21,0.0
15108,2012,4,7,7,25,-0.01
15109,2012,4,7,7,55,-0.04
15110,2012,4,7,7,57,-0.05
15111,2012,4,7,8,10,-0.05
15112,2012,4,7,8,16,-0.07
15113,2012,4,7,8,23,-0.07
15114,2012,4,7,8,27,-0.08
15115,2012,4,7,8,38,-0.09
15116,2012,4,7,8,43,-0.1
15117,2012,4,7,12,35,-0.12
15118,2012,4,7,13,21,-0.08
15119,2012,4,7,13,27,-0.07
15120,2012,4,7,13,57,-0.05
15121,2012,4,7,14,3,-0.04
15122,2012,4,7,14,16,-0.03
15123,2012,4,7,14,22,-0.02
